title,abstract,pdf_url,doi,publication_date
Matumizi ya sitiari katika kazi za fasihi: Mifano kutoka nyimbo za kivunjo,"Makala hii inajadili matumizi ya sitiari kutoka katika nyimbo za Wachaga wa Vunjo. Kwa kuongozwa na Nadharia ya Mwingiliano (Black, 1962), makala imeweka bayana namna ambavyo sitiari katika kazi za fasihi zinatumika kuugawa, kuupanga na kuueleza ulimwengu. Kwa kutumia data kutoka katika nyimbo tatu za taasisi ya ndoa kutoka katika jamii ya Wachaga wa Vunjo, makala imebainisha kuwa watunzi wa kazi za fasihi huunda sitiari kutoka katika mazingira na maisha halisi ya jamii ambayo wahusika wameyazoea. Pia, sitiari hizo hubuniwa kutoka katika mazingira mahususi ya kiutamaduni hali ambayo inalazimu ufafanuzi wake kuzingatia utamaduni na mazingira husika ili iweze kueleweka. Aidha, imebainika kuwa kupitia sitiari zilizotumika katika nyimbo teule, wanajamii wanafahamishwa namna ya kukabiliana na hali mbalimbali wanazokutana nazo katika maisha. Kwa njia hii, fasihi ina nafasi kubwa ya kubuni mbinu zinazoweza kuleta mabadiliko kwa wanajamii kijamii, kiuchumi na kiutamaduni.",https://www.ajol.info/index.php/kcl/article/download/244294/231050,https://doi.org/10.4314/kcl.v20i1.2,2023-03-22
"Mkakati wa Tafsiri Mkopo wa Istilahi za Kiingereza katika Kiswahili na Athari zake: Uchanganuzi wa Vidahizo Teule vya Kamusi ya Biolojia, Fizikia na Kemia","Makala hii inachunguza mkakati wa tafsiri mkopo wa istilahi za Kiingereza katika Kiswahili na athari zake kwa kuangazia uga wa biolojia, fizikia na kemia kupitia vidahizo teule vya Kamusi ya Biolojia, Fizikia na kemia (2012). Azma kuu ya uchunguzi huu ni kutathmini mchango wa tafsiri mkopo wa msamiati wa Kiingereza katika suala zima la kukuza lugha ya Kiswahili. Kwa mujibu wa makala hii eneo hili halijapewa aula miongoni mwa mada mbalimbali za tafsiri zilizokwishachunguzwa. Hii imemuhamasisha mtafiti kulishughulikia eneo hili. Data ya makala hii ilikusanywa uwandani katika idara na taasisi zilizo katika jiji la Dar es Salaam kwa njia ya usaili, hojaji na chanzo cha data cha maktabani. Idara na taasisi zilizohusishwa katika ukusanyaji wa data ni: Idara ya Lugha za Kigeni na Isimu, TATAKI kutoka Chuo Kikuu cha Dar es Salaam pamoja na BAKIZA. Idara na taasisi hizi zinapatikana mkoani Dar es Salaam Wilaya ya Ubungo ambapo mtafiti alifanikiwa kudodosa na kufanya mahojiano ya ana kwa ana kwa wataalamu wa tafsiri. Aidha, data ilikusanywa kutoka katika matini mbalimbali kutoka chanzo cha data cha maktabani. Mathalani, kamusi, tasinifu, majarida na vitabu kadhaa kulingana na mada ya makala hii. Malengo ya makala hii yametimizwa kwa kuongozwa na Nadharia ya Istilahi za Kisayansi iliyoasisiwa na Kiingi (1989) na kuendelezwa na Kiingi (1992) na Kiingi (1998) na Mwaro-Were (2000, 2001). Halikadhalika, data ya makala hii imechambuliwa kwa kutumia mkabala wa maelezo. Aidha, matokeo yameonesha kuwa Kiswahili kimejipatia istilahi lukuki katika tasnia ya biolojia, fizikia pamoja na kemia kupitia mkakati wa tafsiri mkopo. Makala hii ni muhimu kwa wanaisimu kwani inabainisha istilahi mbalimbali za lugha ya Kiingereza katika uwanja wa biolojia, fizikia pamoja na kemia zilizoingizwa katika Kiswahili kupitia tafsiri mkopo. Inapendekezwa kuwa watafiti wa lugha wachunguze njia nyinginezo za ukopaji zinazokiendeleza Kiswahili kama vile utohozi na uasilishaji.",https://utafitionline.com/index.php/jkal/article/download/404/163,https://doi.org/10.58721/jkal.v2i1.404,2024-01-15
Upambanuzi wa changamoto za vijana kama inavyodhihirika katika riwaya teule za Walibora,"Utafiti huu ulilenga kubaini changamoto zilizowakabili vijana katika mazingira walimoishi kwa mujibu wa riwaya za Walibora ambazo ni Kufa Kuzikana, Ndoto ya Almasi na Kidagaa Kimemwozea. Utafiti huu ulielekezwa na nadharia ya uhalisia ambayo hushughulikia uwasilishi wa uhalisi na ukweli wa mambo katika fasihi. Imani ya mhalisia ni kwamba kazi ya fasihi huwaweka wanajamii katika ulimwengu wao wa kawaida, kweli na halisi. Mihimili ya uhalisia iliotumika katika utafiti huu ilikuwa; nguzo ya kielelezo inayosisitiza uigaji wa hali halisi kwa njia ya kweli, wazi na sahihi; nguzo ya matumizi ya lugha ya wakati uliopo na inayosheheni uhalisi na ukweli wa mambo kama yalivyo katika jamii husika ilitumika. Njia kuu ya utafiti huu ilikuwa utaratibu wa upekuzi wa yaliyomo katika ukusanyaji data huku mbinu ya kithamano ikitumika kuchanganua na kueleza data ya visa na matukio yaliyodhihirisha changamoto dhidi ya vijana. Utafiti huu ulijikita katika muundo wa kimaelezi ambao ni sahili na kueleza mambo yanavyojitokeza kwa uyakinifu.Utafiti huu ulilenga wahusika vijana katika riwaya za Walibora huku akiangazia changamoto zilizowakabili. Mtafiti alitumia sampuli ya kimaksudi ambapo riwaya alizozifanyia utafiti aliziteua kwa kudhamiria kuwa zilisheheni maudhui mengi yaliyohusu changamoto halisi zilizowakabili vijana katika jamii yao. Data iliyokusanywa ilijumuisha maudhui yenye changamoto halisi zilizowakabili vijana kama vile ufisadi, ubaguzi, umaskini na ukabila. Utafiti huu ulinuiwa kuwa na natija kwa wasomi, wahakiki na watafiti wa masuala ya lugha na fasihi kwa kuwa sehemu ya kurejelewa na pia kuhamasisha jamii kuhusu changamoto za vijana ili kusaidia kutafuta suluhu kwa changamoto hizo.",https://editoncpublishing.org/ecpj/index.php/ECJKISW/article/download/142/102,https://doi.org/10.51317/ecjkisw.v2i1.142,2020-07-31
Mikakati ya Upole Katika Mawasiliano ya Wahudumu wa Magari ya Uchukuzi na Abiria katika lugha ya Kikamba.,"Upole ni hali ya msemaji kudhihirisha kuwa anajali hisia na mahitaji ya msikilizaji katika mazungumzo. Mikakati ya upole hutumiwa na washiriki wa mazungumzo kulainisha na kufanikisha mazungumzo yao. Makala hii inachanganua mikakati ya upole inayotumiwa na wahudumu wa magari ya uchukuzi wa umma wanapoingiliana na abiria katika mji wa Matuu kwa kuzingatia lugha ya Kikamba. Mji wa Matuu upo katika kaunti ya Machakos, kaunti ndogo ya Yatta. Sampuli ya utafiti huu ilichaguliwa kimakusudi. Data ya utafiti huu ilikusanywa katika vituo vitatu vya magari ya uchukuzi katika mji wa Matuu vilivyoteuliwa kimakusudi. Mtafiti aliwahoji wahudumu ishirini na wawili na abiria kumi na tano. Mazungumzo kati ya wahudumu wa magari na abiria yalirekodiwa kwa kutumia kinasa sauti. Njia ya uchunguzi ilitumika kuchunguza mbinu ishara za kuwasiliana kama vile ishara za uso. Kauli zilizo na mikakati ya upole zilinakiliwa na kuwekwa kwenye makundi matano ya mikakati ya upole ili kuchanganuliwa. Makundi hayo ni: Mkakati wa kuwa kwenye rekodi, mkakati chanya wa upole, mkakati hasi wa upole, mkakati wa kuwa nje ya rekodi na mkakati wa kutosema chochote. Utafiti huu uliongozwa na mihimili ya Nadharia ya Upole ya Brown na Levinson (1978, 1987). Matokeo ya utafiti huu yameonyesha kuwa wahudumu walitumia mikakati yote tano ya upole ili kulainisha mawasiliano kati yao na abiria. Mkakati chanya wa upole na mkakati hasi wa upole ndiyo iliyotumika kwa wingi na katika vituo vyote vitatu. Kupitia utafiti huu mtafiti anaamini kuwa washikadau katika sekta ya uchukuzi watapata maarifa kuhusu mbinu za kuwasiliana na abiria ili kutimiza malengo yao. Vile vile, kazi hii itasaidia kuboresha matumizi ya lugha kati ya wanajamii pamoja na kuongezea maarifa yaliyomo kuhusiana na taaluma ya isimujamii.",https://editoncpublishing.org/ecpj/index.php/ECJKISW/article/download/282/209,https://doi.org/10.51317/ecjkisw.v3i1.282,2021-10-30
Matumizi ya Jazanda katika Tamthilia ya Kitumbua Kimeingia Mchanga ya Said A. Mohamed.,"Makala haya yanalenga kuangazia matumizi ya jazanda pamoja na uamilifu wake katika tamthilia ya Kitumbua Kimeingia Mchanga ya Said A. Mohamed. Jazanda ni matumizi ya maneno ambayo yana fumbo huku yakitoa taswira ya aina Fulani. Said A. Mohamed ametumia jazanda kwa kazi zake kama Amezidi na Kitumbua Kimeingia Mchanga. Tamthilia ya Kitumbua Kimeingia Mchanga imetumia mbinu hii kwa njia ya kipekee. Nadharia iliyotumiwa katika kazi hii ni ya Umuundo ambao unasema kuwa kazi ya fasihi inakuwa na muundo ambao unahusisha fani ambazo zitaweza kutumika katika kuwasilisha ujumbe na hivyo maudhui huwa na uhusiano mkubwa sana na fani zitakazotumiwa kuyawasilisha. Utafiti ulifanywa maktabani kwa kuchambua Kitumbua Kimeingia Mchanga, vitabu tofauti na makala mitandaoni. Nakala hii ilipata matokeo kuwa kichwa cha kitabu hiki ni jazanda, pia, kulikuwa na jazanda ya bahari na yale yaliyokuwa yakifanyika kwenye bahari. Jazanda zote zilizotumika ziliweza kuendeleza maudhui kama vile: Mapenzi miongoni mwa vijana, Ndoa, Elimu, Mahusiano katika familia na jamii, Utamaduni na Dini. Uamilifu wa jazanda ni kudhihirisha jinsi mabadiliko yameathiri vijana na hivyo kwenda kinyume na utamaduni na wazee.",https://journals.editononline.com/index.php/eajk/article/download/87/31,https://doi.org/10.51317/eajk.v4i1.87,2022-04-20
Usawiri wa mandhari kibibliotherapia katika hadithi fupi teule za kiswahili,"Mandhari huwa ni sehemu muhimu katika kazi ya Sanaa. Mtunzi hutumia mandhari kuibua maudhui na sifa za wahusika. Mandhari ni mahali au makazi maalum yaliyojengwa na mtunzi na mnamotukia matukio mbalimbali ya kazi ya fasihi. Makala haya yalilenga kupambanua sifa za kibibliotherapia katika mandhari ya diwani teule za hadithi fupi za Kiswahili. Diwani hizo ni zifuatazo; Mayai Waziri wa Maradhi na Hadithi Nyingine (2004), Damu Nyeusi na Hadithi Nyingine (2007), Kiti cha Moyoni na Hadithi Nyingine (2007) na Tumbo Lisiloshiba na Hadithi Nyingine (2016). Utafiti huu ulifanywa maktabani ambapo data ziliweza kukusanywa kwa kutumia mbinu ya udurusu wa vitabu. Mtafiti alipitia maandishi mbalimbali kutoka katika vitabu teule vya hadithi fupi pamoja na wavuti ili kupata maelezo yaliyotosha kukidhi haja ya Makala haya. Utafiti huu uliongozwa na Nadharia ya Mapatano ya Mwitikio wa Msomaji (NMMM) yake Rosenblatt (1995) ili kumsaidia mtafiti kupambanua sifa za kibibliotherapia katika mandhari. Matokeo ya utafiti huu yalibaini kwamba bibliotherapia hujitokeza katika mandhari yanayosawiriwa katika diwani hizi za hadithi fupi teule.",https://journals.editononline.com/index.php/eajk/article/download/137/287,https://doi.org/10.51317/eajk.v4i1.137,2022-07-31
Mikakati ya usemi inayodhihirisha uanaharakati wa kijamii katika muziki wa genge nchini Kenya,"Makala haya yanahakiki mikakati ya usemi inayotumika kudhihirisha maudhui ya uanaharakati wa kijamii katika Muziki wa Genge. Muziki wa Genge ni mojawapo wa aina ya muziki nchini Kenya ambao unapendwa sana na vijana. Muziki huu ni jambo lisiloweza kupuuzwa kwani ni sauti ya vijana. Mintaarafu ya hayo, makala haya yalihakiki matini ya Muziki wa Genge kama jukwaa la uanaharakati wa kijamii. Mikakati ya usemi ina uhusiano mkubwa na maudhui kwani humwezesha msanii kuwasilisha maudhui. Mtazamo wa Norman Fairclough katika nadharia ya Uchanganuzi Hakiki wa Usemi uliongoza utafiti huu. Muundo wa utafiti huu ni wa kiuthamano na kimaelezo na ulifanyika maktabani. Mtafiti alitumia sampuli kusudio kuteua nyimbo tano za Genge zifuatazo: Kuna Siku Youth Wataungana ulioimbwa na Wakadinali, Kwenda ulioimbwa na Khaligraph Jones, Khalicartel 3 ulioimbwa na Khaligraph Jones, Tujiangalie ulioimbwa na Sauti Sol na Wajinga Nyinyi uliimbwa na King Kaka. Ukusanyaji wa data ulihusisha kusikiliza na kutazama nyimbo hizo katika mtandao wa You tube. Matokeo ya utafiti huu yanatarajiwa kutoa mwanga kuhusu maswala yanayowakumba vijana. Aidha matokeo haya yatakuwa malighafi katika taaluma za isimu na fasihi pamoja na uchanganuzi diskosi matini.",https://journals.editononline.com/index.php/eajk/article/download/48/284,https://doi.org/10.51317/eajk.v4i1.48,2022-06-30
Nafasi ya Fasihi Simulizi katika Karne ya 21: Tathmini ya Nyimbo za Jando za Jamii ya Wakamba,"Fasihi simulizi ni fani hai inayotekeleza majukumu muhimu katika karne ya 21. Kama ukumbusho wa maadili ya watu, fasihi simulizi hutoa mwonoulimwengu wa jamii na kutokana nayo, hali ya maisha ya kila siku huendelezwa. Wanajamii hueleza hali yao ya maisha, utamaduni wao, maoni, mitazamo, imani na mila zao kupitia kwa utanzu huu hasa kipera cha nyimbo. Katika jamii ya Wakamba, fasihi simulizi inatumika kuelezea mielekeo na falsafa kuhusu maisha ya wanajamii. Nyimbo ni mojawapo ya fani hai ya fasihi simulizi na hubadilika kadiri hali ya maisha inavyobadilika. Mabadiliko yanayoikumba jamii kwa njia moja au nyingine hujidhihirisha katika fasihi. Maadili yalikuzwa na hata sasa yanakuzwa kupitia nyimbo hasa za jando katika jamii ya Wakamba. Katika karne hii ya 21, jamii inakumbwa na matatizo mengi hususani magonjwa yasiyo na tiba, uraibu wa dawa za kulevya, ukosefu wa kazi kwa vijana, uabudu shetani, vita vya wenyewe kwa wenyewe miongoni mwa matatizo mengine. Ili kupambana na changamoto hizi, ni muhimu kuwa na nyenzo za mawasiliano zinazoweza kutumiwa kuwafahamisha wanajamii jinsi ya kukabiliana nazo. Nyimbo za jando ni miongoni mwa njia hizi kwani kupitia kwazo, ujumbe unaweza kuwasilishwa vyema zaidi kuhusiana na namna ya kukabiliana na matatizo hayo. Hivyo basi, lengo la makala haya ni kuonesha kuwa, fasihi simulizi hasa nyimbo za jando bado zina dhima muhimu katika jamii inayobadilika.",https://journals.udsm.ac.tz/index.php/mj/article/download/5566/4644,https://doi.org/10.56279/mulika.na41t1.5,2022-06-30
Matukio ya Mchakato wa Kujiua katika Riwaya ya Rosa Mistika,"Makala haya yanabainisha baadhi ya matukio ya mchakato wa kujiua yanayosawiriwa katika riwaya ya Rosa Mistika (1971). Lengo la kubainisha matukio hayo ni kuonesha kwamba kujiua si suala linalotokea ghafla, bali ni mchakato ambao huweza kuchukua muda mrefu kabla ya kitendo chenyewe kufanyika. Kulingana na Shirika la Afya Duniani (WHO, 2018) na gazeti la Habari Leo la Septemba 11 (2019), kujiua ni janga linalotokea kila siku duniani kote na linawaathiri watu wa mataifa, tamaduni, jinsi, dini, na matabaka yote. Data za uchunguzi huu zilipatikana kwa njia ya usomaji na uchambuzi makini wa riwaya ya Rosa Mistika. Kuteuliwa kwa riwaya hii kulitokana na taarifa za awali alizokuwa nazo mwandishi wa makala haya zinazohusu kujiua kwa mhusika mkuu, Rosa. Kwa msingi huo, riwaya hii iliteuliwa kama kiwakilishi cha riwaya nyingine zenye matukio ya kujiua kwa wahusika wake ili kubaini mchakato wa kujiua kwao. Uchambuzi wa data uliongozwa na Nadharia ya Udhanaishi. Imebainika kuwa katika hali ya kawaida, kujiua huchukuliwa kama kitendo cha ghafla masikioni mwa watu. Hata hivyo, makala haya yamethibitisha kuwa kitendo hicho huwa hakimtokei mhusika kwa ghafla, bali ni mchakato ambao huambatana na matukio, mitanziko, na miktadha mbalimbali ya kimaisha. Hali hii inatokana na ukweli kwamba maisha ya binadamu ni sawa na kitendawili kigumu ambacho jibu lake si rahisi kulipata. Hivyo, kutokana na hilo, siku zote binadamu huyo huwa katika mchakato wa kutaka kutatua kitendawili hicho kwa sababu maisha kwake ni fumbo.",https://journals.udsm.ac.tz/index.php/mj/article/download/5578/4688,https://doi.org/10.56279/mulika.na41t2.2,2022-12-30
Nafasi ya Nyimbo katika Ufundishaji wa Msamiati wa Kiswahili kwa Watoto wa Elimu ya Awali,"Lengo kuu la makala haya ni kuonesha nafasi ya nyimbo katika ufundishaji wa msamiati wa lugha ya Kiswahili miongoni mwa watoto wa elimu ya awali. Utafiti huu umeonesha kupandikiza hali mpya ya matumizi chanya ya nyimbo kwa walimu na watoto katika utoaji na upokeaji wa elimu. Mkabala wa kitaamuli umetumika kubainisha data katika mada ndogondogo. Usampulishaji lengwa ulitumika kuwapata watoataarifa 20. Nadharia ya Vygotsky ya Ujenzi wa Jamii imetumika kuonesha kuwa nyimbo na msamiati wa lugha ni tendo la kijamii katika kutolea maarifa. Matokeo ya utafiti yanaonesha kwamba kuna uhusiano mkubwa baina ya nyimbo na ufundishaji wa msamiati wa lugha. Imebainika kuwa nyimbo ni njia muhimu ya mawasiliano miongoni mwa wanajamii. Njia hii hutumika katika miktadha mbalimbali ikiwa na dhima ya kuburudisha au kufikisha ujumbe fulani katika jamii. Hii ni njia nyepesi na rahisi zaidi kwa watu hususani watoto kwani nyimbo huwashirikisha pamoja kupata uelewa wa msamiati na kile mtoto anachofundishwa kupitia uimbaji. Hivyo basi, nyimbo zina nafasi kubwa katika ufundishaji na ujifunzaji wa msamiati katika kuijenga lugha ya Kiswahili na kuendeleza maarifa ya watoto. Aidha, nyimbo huleta motisha na huwajenga watoto kiakili, kihisia, kimwili na kijamii katika kutafsiri maisha yao ya baadaye.",https://journals.udsm.ac.tz/index.php/mj/article/download/5584/4695,https://doi.org/10.56279/mulika.na41t2.8,2022-12-30
