title,abstract,pdf_url,doi,publication_date
Science Teachers' Views on Distance Education in the COVID-19 Pandemic Process,"Son günlerde, Dünya’yı etkisine alan COVID-19 pandemisiülkeleri birçok alanda etkisi altına almıştır. Bunların başında da eğitim gelmektedir. Pandeminin etkisi altında kalan bütün ülkelerde olduğu gibi ülkemizde de eğitimler uzaktan eğitim yoluyla verilmeye başlanmıştır. Bu araştırmada, COVID-19 pandemisi sürecinde uzaktan eğitimde neler yaşandığı konusunda ortaokulda görevli Fen Bilimleri öğretmenlerinin deneyimlerini derinlemesine anlamaya çalışılması amaçlanmıştır. Bu nedenle araştırma, nitel araştırma yöntemlerinden olgubilim deseni ile yürütülmüştür. Araştırmaya Türkiye’nin çeşitli bölgelerindeortaokullarda görev yapan Fen Bilimleri öğretmenleri katılmıştır. Veriler, yarı yapılandırılmış görüşme formu ile “googledrive” üzerinden toplanmıştır. Verilerin analizinde içerik analizi yöntemi kullanılmış, yer yer görüşlerden direk alıntılar yapılarak yorumlamalara gidilmiş, bulgular, bu doğrudan alıntılarla desteklenmiştir. Analiz sonucunda COVID-19 pandemisi öncesinde Fen Bilimleri öğretmenlerinin pandeminin ne olduğunu bilmedikleri ortaya çıkmıştır. Uzaktan eğitim sürecinde internet bağlantısı, öğrencilerle iletişim kurma, öğrencilerin derslere katılım oranının düşük olması ve okul yönetimininbaskısına maruz kalma gibi problemlere sahip oldukları tespit edilmiştir. Bunun yanında uzaktan eğitim sürecinde derste kullandıkları öğretim yöntem ve tekniklerin yanında, kullandıkları materyallerinin değiştiği, uzaktan eğitim ile öğretim programını ve laboratuvar/ atölye etkinliklerini tamamlayamama gibi kaygılara da sahip oldukları görülmüştür. Yine pandemi olayının eğitim teknolojileri kullanımını ve mesleki gelişimlerini çoğunlukla olumlu yönde etkilediği belirlenmiştir. Bu süreçte öğretmenlerin öğrencilerde oluşabilecek bilgi eksiklikleri nedeniyle kaygılı oldukları, uzaktan eğitim sürecinde kendilerini yetersiz hissettikleri, buna rağmen kendilerini geliştirme fırsatı yakaladıkları sonucuna ulaşılmıştır. Araştırma sonuçları doğrultusunda önerilerde bulunulmuştur.",https://doi.org/10.7827/turkishstudies.43502,https://doi.org/10.7827/turkishstudies.43502,2020-01-01
Coronavirüs (Covid-19) pandemisi ve pedagojik yansımaları: Türkiye’de açık ve uzaktan eğitim uygulamaları,,https://dergipark.org.tr/tr/pub/auad/issue/55662/761354,,2020-04-30
COVID-19 PANDEMİ DÖNEMİNDEKİ UZAKTAN EĞİTİME İLİŞKİN PAYDAŞ GÖRÜŞLERİNİN İNCELENMESİ,"Bu çalışmanın genel amacı, COVID-19 kaynaklı olarak yaşanan pandemi sürecinde Türkiye’de uygulanan uzaktan eğitim sürecine ilişkin çeşitli paydaşların (İl Milli Eğitim Müdürlüğü yetkilileri, okul yöneticileri, öğretmenler, okul psikolojik danışmanları, öğretim üyeleri, öğrenciler, veliler) sorunlara ve çözüm önerilerine yönelik görüşlerini incelemektir. Çalışma nitel araştırma yöntemlerinden görüşme yöntemi ile gerçekleştirilmiş olup, fenomenolojik (olgubilimsel) desene dayalı olarak tasarlanmıştır. Araştırma kapsamındaki veriler yarı yapılandırılmış görüşme formları kullanılarak toplam 137 paydaştan elde edilmiştir. Araştırmadan elde edilen veriler içerik analizi tekniği ile analiz edilmiştir. Çalışma sonucunda paydaşların uzaktan eğitimin avantajlarına yönelik görüşlerinin çoğunlukla zaman ve mekândan bağımsız olması, derslerin defalarca izlenebilmesi, pandemi döneminde eğitim ihtiyacının karşılanabilirliği, hastalığın bulaşmasına yönelik korunma, teknolojinin eğitim içerisindeki önemi ve teknolojik beceri geliştirilmesi şeklinde olduğu görülmektedir. Uzaktan eğitimin çoğunlukla belirtilen dezavantajları motivasyon kaybı, ölçme ve değerlendirmenin olmaması, internet ve bilgisayar gibi kaynakların yetersizliği, eğitimde fırsat eşitsizliği oluşturması, iletişim ve etkileşim yetersizliği, teknik problemler, sosyalleşme yetersizliği ve uzaktan eğitim sürecine hazırlıksız olma durumları ile ilgilidir. Paydaşların çözüm önerileri çoğunlukla süreçte ölçme ve değerlendirilmenin yapılması, fırsat eşitliğinin oluşturulması, derse katılım ve etkileşimin artırılması, altyapının güçlendirilmesi, öğrencilerin kendi öğretmenleriyle ders yapması ve ders sayılarının azaltılması şeklindedir.",https://dergipark.org.tr/tr/download/article-file/1265175,https://doi.org/10.37669/milliegitim.788118,2020-12-09
İçerik Analizi Tekniği: İletişim Bilimlerinde ve Sosyolojide Doktora Tezlerinde Kullanımı,"İçerik analizi; nesnel, ölçülebilir, doğrulanabilir bilgilere ulaşmak amacıyla doküman, metin ve evrak gibi pek çok farklı materyali belli kurallar dahilinde (örnekleme, kodlama, kategori vs.) analiz etmeyi amaçlayan nitel araştırma yöntemi içerisinde yer alan bir tekniktir. Çalışmanın amacı sosyoloji ve iletişim bilimleri alanlarında içerik analizi tekniğinin anlaşılması ve uygulamasında ne tür benzerlik ve farklılıkların olduğunu belirlemektir. İçerik analizinin ne olduğu, hangi türlerinin bulunduğu, analizin tamamlanabilmesi için hangi aşamalardan geçilmesi gerektiği üzerinde durulmaktadır. Bu amaç doğrultusunda iletişim bilimleri ve sosyoloji alanında içerik analizi tekniği kullanılarak hazırlanan doktora tezlerinin yöntem bölümü içerik analizi tekniği kullanılarak incelenmektedir. 2013-2021 yılları arasında sosyoloji ve iletişim bilimlerinde hazırlanan otuz iki doktora tezi olduğu tespit edilmiştir. Sosyoloji alanında sekiz doktora tezi, iletişim bilimleri alanında ise sekiz doktora tezi olmak üzere toplam on altı doktora tezi araştırmanın örneklemini oluşturmaktadır. Elde edilen bulgulara bakıldığında iletişim bilimleri alanında hazırlanan tezlerin içerik analizini yardımcı bir teknik olarak kullanılmadığı, kategori ve kod oluşturmaya özen gösterildiği tespit edilmiştir. Sosyoloji alanında hazırlanan doktora tezlerinde ise içerik analizi tekniği çoğunlukla yardımcı bir teknik olarak kullanılmıştır.",https://dergipark.org.tr/tr/download/article-file/2864527,https://doi.org/10.18037/ausbd.1227356,2022-12-31
iLIR,"Macroautophagy was initially considered to be a nonselective process for bulk breakdown of cytosolic material. However, recent evidence points toward a selective mode of autophagy mediated by the so-called selective autophagy receptors (SARs). SARs act by recognizing and sorting diverse cargo substrates (e.g., proteins, organelles, pathogens) to the autophagic machinery. Known SARs are characterized by a short linear sequence motif (LIR-, LRS-, or AIM-motif) responsible for the interaction between SARs and proteins of the Atg8 family. Interestingly, many LIR-containing proteins (LIRCPs) are also involved in autophagosome formation and maturation and a few of them in regulating signaling pathways. Despite recent research efforts to experimentally identify LIRCPs, only a few dozen of this class of-often unrelated-proteins have been characterized so far using tedious cell biological, biochemical, and crystallographic approaches. The availability of an ever-increasing number of complete eukaryotic genomes provides a grand challenge for characterizing novel LIRCPs throughout the eukaryotes. Along these lines, we developed iLIR, a freely available web resource, which provides in silico tools for assisting the identification of novel LIRCPs. Given an amino acid sequence as input, iLIR searches for instances of short sequences compliant with a refined sensitive regular expression pattern of the extended LIR motif (xLIR-motif) and retrieves characterized protein domains from the SMART database for the query. Additionally, iLIR scores xLIRs against a custom position-specific scoring matrix (PSSM) and identifies potentially disordered subsequences with protein interaction potential overlapping with detected xLIR-motifs. Here we demonstrate that proteins satisfying these criteria make good LIRCP candidates for further experimental verification. Domain architecture is displayed in an informative graphic, and detailed results are also available in tabular form. We anticipate that iLIR will assist with elucidating the full complement of LIRCPs in eukaryotes.",https://www.tandfonline.com/doi/pdf/10.4161/auto.28260?needAccess=true,https://doi.org/10.4161/auto.28260,2014-02-26
Öz-Düzenleme Ölçeğinin Türkçe Uyarlaması: Geçerlik ve Güvenirlik Çalışması,"This study aims to adapt the Self-regulation Questionnaire, developed by Brown, Miller and Lawendowski (1999) in order to measure behavioral self-regulation, into Turkish and test its validity and reliability. The study group of the research consisted of 591 students at Gazi University, Faculty of Education. First, the Turkish adaptation of the questionnaire was completed and then the relevant statistical analyses for the validity and reliability of the questionnaire were carried out. The exploratory factor analysis for evidence of the structural validity of the questionnaire resulted in a three-factor questionnaire consisting of 51 items. An items analysis, based on the difference between the bottom and top group averages, was also carried out for evidence of the validity of the items. The internal consistency factor - Cronbach alpha value (α) calculated to test the reliability of the questionnaire -was found to be .87. The findings suggest that the Turkish adaptation of the questionnaire is valid and reliable, and can be used in Turkey.",https://dergipark.org.tr/en/download/article-file/160519,https://doi.org/10.19128/turje.181073,2015-01-20
Ölçek Geliştirme Çalışmalarında Kullanılan Kapsam Geçerliği İçin Bir Yol Haritası,"Bu çalışmanın amacı kapsam geçerlik oranları ve kapsam geçerlik indeksi tanıtılarak kapsam geçerlik çalışmalarının ne şekilde yapılabileceği ile ilgili çalışmacılara bir yol haritası sunmaktır. Yol haritası, örnek bir çalışma üzerinden, Lawshe (1975) tarafında geliştirilen teknik ile Ayre ve Scally (2014) tarafından belirtilen ölçütler dikkate alınarak verilmiştir. Örnek çalışmaya 26 uzman katılmıştır. Veri toplama aracı olarak 66 maddenin sorgulandığı “Uzman Formu” kullanılmıştır.",https://dergipark.org.tr/en/download/article-file/459092,https://doi.org/10.17556/erziefd.297741,2018-03-27
COVID-19 PANDEMİ SÜRECİNE YÖNELİK GENEL BİR DEĞERLENDİRME: TÜRKİYE ÖRNEĞİ,"Dünya Sağlık Örgütü Çin Ülke Ofisi, 31 Aralık 2019 tarihinde, Çin’in Hubei eyaletinin Vuhan şehrinde, sebebi o an için bilinmeyen zatürre vakaları bildirmiş ve 5 Ocak 2020 tarihinde ise, daha önce insanlarda tespit edilmemiş yeni bir coronavirüs tanımlanmıştır. Başlangıçta 2019-nCoV olarak ifade edilen bu hastalık, daha sonra Covid-19 olarak adlandırılmış ve Çin’de ortaya çıktıktan sonra, üç ay gibi kısa bir süre içerisinde tüm dünyayı etkisi altına almıştır. 12 Mart 2020 itibariyle Dünya Sağlık Örgütü tarafından pandemi olarak ilan edilen Covid-19 salgını; fiziksel, ruhsal ve sosyal olarak dünya insanlığını tehdit etmeye devam etmektedir. Dünya Sağlık Örgütü verilerine göre; 12 Mayıs 2020 itibariyle, dünya genelindeki Covid-19 kaynaklı vaka sayısının 4 milyon 88 bin 848’e ulaştığı, ölüm sayısının ise 283 bin 153 olduğu görülmektedir. Türkiye’de ise ilk olarak 11 Mart 2020 tarihinde görülen Covid-19 vakasından 12 Mayıs 2020 tarihine kadar geçen süre zarfında; toplam vaka sayısı 141 bin 475 iken, Covid-19 kaynaklı toplam ölüm sayısı ise 3 bin 894 olarak belirtilmektedir. Bu çalışmanın amacı; güncel veriler ve literatür ışığında, Covid-19 pandemisini genel olarak değerlendirmek ve pandemi sürecinin, dünyadaki diğer ülkelerle birlikte Türkiye’deki etkisini de dikkate alarak, çıkarımlarda bulunmaktır.",https://dergipark.org.tr/tr/download/article-file/1107760,https://doi.org/10.35375/sayod.738657,2020-05-17
Öğretmenlik Mesleği ve Özellikleri,"İnsanlar, “öğretmen” kavramına pek çok anlam yüklüyorlar. Bazı anlamlar, daha çok, öğretmen rolü oynayan insanların duygusal olmayan, doğrusal betimlemelerini ve onlardan yerine getirmeleri beklenen görevlerin teknik betimlemelerini yansıtıyor. Yüklenen diğer anlamlar, kendilerini öğretmen olarak adlandıran insanların ve onların yaptıkları işlerin çok daha canlı, sıcak ve çok boyutlu bir anlayışla ele alınmasına dayanıyor. Anlamı- nın zenginliğini ve önemini açığa çıkarmak için, kişinin, &amp;quot;öğretmen” kavramını irdelemesi yeterlidir. Son yıllarda, öğretmen modeli, giderek artan bir şekilde reformcular ve basın tarafından, zeki, liberal bir eğitim görmüş, sosyal hayata önem veren bir profesyonel olarak tanımlanmaktadır. Bu öğretmen modeli, bir ya da daha fazla bilim dalına sıkı sıkıya bağlı- dır ve öğrenciler için bilginin erişilebilir ve faydalı olması için zekice çalışır. Bu tip öğretmenin oluşturduğu imaj, ihtiyaçları, yetenekleri veya koşulları ne olursa olsun, bütün öğ- rencilerin başarılı olmasına yardım eden bir insan portresine uymaktadır. Çok açıktır ki, insanlar, öğretmenlerde içeriği aktarma ve öğrencilere beceri kazandırma yeteneklerinden daha fazlasını aramaktadırlar. Öğretmenler, sözleri ve hareketleri yoluyla, aydınlanmış, çalışkan, erdemli ve eğitimli bir insan olmanın ne anlama geldiğini göstermektedirler. Öğ- retmenler, toplumun bu izlenimi doğrultusunda hem öğrencileri şekillendirmekte hem de kendileri şekillenmektedir",https://dergipark.org.tr/tr/pub/erusosbilder/issue/25118/265225,,2005-12-01
Nitel Araştırmacılar için 30 Temel Beceri,"Dizinler Scopus LISA (Library and Information Science Abstracts) EBSCOHOST-LISTA (Library, Information Science & Technology Abstracts) TÜBİTAK-ULAKBİM Sosyal Bilimler Veri Tabanları DOAJ (Directory of Open Access Journals) E-Lis (E-Prints in Library and Information Science) ASOS Index",https://bd.org.tr/index.php/bd/article/download/11/10,https://doi.org/10.15612/bd.2019.786,2019-12-26
Eğitim ve Bilim Dergisinde Yayınlanan Araştırmaların Eğilimleri: İçerik Analizi,"The aim of this study is to perform a content analysis of the articles published in TED Education and Science Journal and in this way to define the trends of the articles published in the journal. In the study, a total of 492 articles selected by purposive sampling method were analyzed. For the selection of articles, it was considered that the articles were of the articles published in issues between 2007 and 2013 when the issue of the journal was scanned by SSCI. ""Publishing Classification Form"" was used for the analysis of the articles determined within this scope. By making content analysis, articles were analyzed to include the aspects such as defining information about the identity of the article, its field, its subject, method, data collection tools, sampling, data analysis methods, and discussions and recommendations. The obtained data was interpreted in a manner based on the percentage and frequency and they were also represented with tables and graphics. Based on the obtained data it was found out that more publications are made by scientists working in larger and great universities like Hacettepe, Ankara and Gazi University. Furthermore, it was identified that most of the publications are on fields such as educational programs and teaching, educational administration, mathematics and science education. In the study where publications based on quantitative and descriptive survey researches were identified as the most common publication type, it was found that attitude, perception, and personality tests were used as data collection tool. It was seen that the studies concentrated in the sampling range of 301-1000 persons at the undergraduate level. For the analysis of data it was found that descriptive analysis were made more commonly and Anova and T-test analysis were also used in the studies intensively. Publication trend of TED Education and Science Journal, and its framework to contribute scientific studies will be developed by following history, profile and trends of the publication based on the present analysis.",http://egitimvebilim.ted.org.tr/index.php/EB/article/download/3278/720,https://doi.org/10.15390/eb.v39i173.3278,2014-04-17
