title,abstract,pdf_url,doi,publication_date
Effect of Stabilizers and Process Parameters for Budesonide Loaded PLGA-Nanoparticles,"The present work is aimed at investigations of the effects of various stabilizers and process parameters on the properties of budesonide (glucocorticoid steroid) loaded PLGA (Poly-dl-lactide-co-glycolide) nanoparticles. Budesonide loaded PLGA nanoparticles were prepared following high pressure emulsification- solvent evaporation technique. The effects of three different stabilizers like polyvinylalcohol (PVA), carbomer (Carbopol 980) and poloxamer (Lutrol F-68) are used during emulsification process were studied. Investigations were also carried out regarding influences of different homogenization parameters (pressure and number of cycles) on the properties of various nanoparticles. For comparison, nanoparticles were prepared without the treatment of high pressure also. Various properties of nanoparticles subjected to investigations include, particle size, polydispersity index, drug loading, encapsulation efficiency and the drug release profile. These properties were found to be strongly influenced by the type of stabilizer, homogenization pressure and the number of cycles. Amongst three stabilizers, PVA found to produce comparatively smallest nanoparticles than poloxamer and carbomer. The nanoparticles prepared without high pressure homogenization found to posse’s larger size and high values of polydispersity index especially with the stabilizers carbomer and poloxamer. The low drug loading of nanoparticles found, could be resulted due to high pressure promoted drug diffusion from the protoparticles during the emulsification process and the characteristics of the outer water phase of emulsion. Faster drug release was observed from the nanoparticles obtained after high pressure emulsification as compared to those prepared without pressure homogenization of emulsion. keywords: Budesonide, nanoparticles, polyvinylalcohol, carbomer, poloxamer, homogenization.",http://arjournals.org/index.php/ijdd/article/view/233,,2011-01-01
A High Pressure Liquid Chromatographic Method for the Determination of Arecoline in Areca Nuts(การหาปรมาณอะรโคลนในผลหมากโดยวธโครมาโทกราฟสมรรถน...,,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=2268&context=tjps,https://doi.org/10.56808/3027-7922.2268,2003-01-01
It’s only human,"In the field of genomics we academics have always worked closely with our industrial partners who develop the tools of the trade. Recently this relationship has been dominated by Illumina, a company who, more than any other, has propelled DNA sequencing from a glamour branch of genetics to the most exciting area of biomedical science to work in. For the last few years Illumina has left most of us in besotted awe of their machines; like wide-eyed Apple groupies we never tire of discussing the awesomeness of their technology. Illumina have powered the genomic revolution and we can only hold up our hands in admiration, as we have been beneficiaries of their success just as much as their shareholders. You may almost call it symbiotic - but you would be wrong. Recent events should remind us that we are customers not colleagues.

On January 14 Illumina made a major announcement at the JP Morgan Healthcare conference [1]. They unveiled the Hiseq X Ten, an amazing new instrument that they say:

● Can sequence a human genome for less than $1,000 (so we can all stop predicting when that’s going to happen now)

● Can only be bought in batches of 10 at an eye watering $10Million

● Can only be used to sequence human DNA

Yes! it can ONLY be used to sequence human DNA!

Heckles should always be raised whenever a scientist hears something from a science-led company that sounds like bad science. Now, last time I checked, and it has been a while since I read much on basic DNA chemistry, human DNA is … well… deoxyribonucleic acid; in a similar way to mouse DNA, banana DNA, armadillo DNA and Mycobacterium tuberculosis DNA. Many of my research hypotheses are based on this naive assumption, but when I heard about the X Ten, it seemed Illumina had hit upon some unique intrinsic quality of our blessed DNA that makes it particularly… erm, humany, allowing their new machine to only work on our highly specialized genetic code. The intelligent design army would be delighted, and that’s always a bad sign. But people who have been hanging around the next-generation sequencing scene in the last five years or so were crumpling their noses at this news as everything about it smelled fishy, not just the special properties of human DNA bit. Why not announce it at the AGBT meeting like everyone else? Why 10 at a time? (Can you imagine the iPad Ten or the Ferrari Ten?) What were Illumina up to here?

First, let’s look at why this machine only sequences human DNA - it’s because the conditions of purchase require that you only use it for human DNA. It is not optimized for human DNA, Illumina just don’t want you to use it for anything else. In the same way that a Hewlett Packard printer could work with third party print cartridges, or DVDs bought in Europe could work in the USA; the reason they don’t is that technical or legal roadblocks have been built to limit these systems. Not because it makes them better, it just keeps the customers under control. And if you think that this restriction will be like the days when we were only supposed to use Taq that was ‘licensed to PCR’ but we all used the cheap stuff from Promega anyway, it won’t be - this rule will be enforced.

The motivation behind all this is revealed in where the X Ten was announced; at a healthcare investment conference. It’s clear who the perceived beneficiaries of this new machine will be. Also of note is Illumina’s hand-break U-turn in strategy from ‘cheap sequencing for all’ to ‘cheap sequencers for the wealthy centers’ by only selling the machine in packs of 10. Although instruments were announced that were aimed at smaller labs, the NextSeq and a cheaper MiSeq, these can’t compete in cost per base with the X Ten. Blogger Mick Watson, usually a stalwart, pom-pom spinning Illumina cheerleader (sorry Mick, it’s true), has dubbed this ‘de-democratizing sequencing’ [2]. The reason for this move is not clear to me but I expect it helps in policing the only-human contract - production centers are far less likely to perform homebrew experiments.

All of this is aimed at engineering market separation between human genome sequence production and everyone else. This is worrying in part because the bioinformatics and laboratory developments at these centers have driven research in all areas of genomic science. If they are working on a different technology to the rest of us we all suffer.

So… why would Illumina wish to segregate the genomics community? My theory is as follows.

In the last year or so BGI bought Complete Genomics [3] and has been competing quite aggressively on price with Illlumina for large-scale human DNA sequencing. Currently the business model of Complete Genomics has been only to focus on human sequencing, as they don’t sell technology, they sell a service. Illumina need to bring out new, cheaper technology to ensure their market dominance in the all-important human sequencing arena but they can see little advantage in making it cheap for everyone else, as it will just reduce their bottom line. Hence a super-sequencer that is locked to human seems like a pretty neat idea to the accountants.

I call this the ‘Accountants sacrificing humans for profit’ theory. Amongst those I have asked, my theory has been widely accepted. On the acceptance spectrum, it is pretty close to the theory of evolution and way ahead of string theory. Also, I may not be the first person to propose this theory [4].

This sort of control is akin to region encoding of DVD players, it is a technology which serves to allow industry greater control over the market, but makes the product less useful. In science, I can’t think of a parallel. I wonder if the genomics community has found themselves in a unique situation where they are subject to the whims of a commercial cartel. Are there companies that make telescopes that can only be used to study spiral arm galaxies and not nebula ones? Or mass spectrometers that will only work with carbon containing compounds? Yet it seems that some institutes are quite willing to be complicit in this exercise and have signed up to have their hands tied in return for cheap sequence. So that as the thousands of genomes roll off the new X Ten centers, Illumina sequence will remain as the industry standard for human genomics, which places them in prime position for rare disease testing, patient stratification and so on, while ensuring the rest of the bioscience community does not slipstream any benefit from the technology.

I am sure neo-capitalist readers are gasping to tell me how market economics works, but I DO GET IT. The reason Illumina have invested so many research dollars in this technology is to cash in on the clinical market, that’s how these companies work. But we academics have been leveraging the perceived potential of personal genomics, and the tools developed for it, to drive forward research and discovery in all areas of biological science. We have imposed the power of next-generation sequencing on areas of research such as food security, global climate change and biodiversity, but apparently this technology was never meant for everyone - it was only really developed for the clinical market. I imagine that some may say that us freeloaders were never going to pay for the ride so we deserved to be thrown off the train - that’s market economics - live with it.

But how far do we take this argument? Is it OK that you don’t get to use the best and cheapest technology if you are sequencing pathogens that cause HIV, tuberculosis or malaria, or if you are developing drought tolerant crops or cataloging endangered species? If the technology exists to drive this research forward, is it OK to prevent people from using it? When did we start leaving these decisions to industry? I am somewhat surprised that there has been so little discussion around the principle of a company dictating to scientists what samples are allowed to be run on their products.

One of the things about working in academic science that gives me that warm fuzzy feeling inside is that we are a community held together by a passion for discovery. Regardless of if we work on cancer, infection, plant development or intertidal bivalve diversity, whether we are tenured professors or PhD students, we have a common respect for our shared discipline of science. There is a humility and nobility to our existence that gives us an inner smugness, like the Type 1 Volkswagen Beetle owners who wave at each other as they pass on the road. Maybe the problem I have with Illumina’s strategy is that it has nothing to do with discovery, science or even human health. It grates like fingers scraping the chalkboard of my academic utopia. This policy, which could prevent researchers from using technology that may help to solve some of the great challenges affecting humankind, is motivated by the same thing that caused some pharmaceutical companies to try to block generic drug licenses for developing countries. As the greatest market manipulator of them all, Bill Gates, once said, ‘You know capitalism is this wonderful thing that motivates people, it causes wonderful inventions to be done. But in this area of diseases of the world at large, it’s really let us down’ [5].",https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb4159,https://doi.org/10.1186/gb4159,2014-02-12
Brave new world,,https://link.springer.com/content/pdf/10.1007%2Fs10533-017-0316-y.pdf,https://doi.org/10.1007/s10533-017-0316-y,2017-03-01
Indole Alkaloids from the Fruits of Alstonia scholaris(อนโดลแอลคาลอยดจากผลของพญาสตบรรณ),"A MeOH extract prepared from the fruits of Alstonia scholaris, after acid-base treatm ent, gave a crude alkaloid extract which was then subjected to chromatographic separation to afford four indole alkaloids, namely 19-77-picrinine (l),19-A, -akuammidine (2), 19-ifvallesam ine (3) and 19A'-scholaricine (4).The structure identifications of these compounds were done by analysis of their spectroscopic properties (MS, 1แ and 13NMR, DEPT, COSY, NOESY, HETCOR, COLOC, HMQC and HMBC).Alkaloids 1, 3, and 4 were isolated from the fruits of this plant for the first time.",https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=2255&context=tjps,https://doi.org/10.56808/3027-7922.2255,2004-01-01
Study of Antiemetic Activity of Morinda citrifolia L. Fruits(การศกษาฤทธตานอาเจยนของผลยอ),"Morinda citrifolia L. or ' Yor' is one of sixty six medicinal plants selected for the primary health care in Thailand.According to Thai traditional medicine, infusion or decoction of roasted or grilled mature, unripe fruits has been used to relieve nausea and vomiting symptom.However, pharmacological data to support this therapeutic claim are still lacking.This study was therefore conducted to determine if M. citrifolia fruits would possess antidopaminergic activity that would be responsible for its antiemetic action.Using antagonism of apomorphine-induced gnawing behavior model, water extract at the dose equivalent to crude drug 40 g/kg of body weight (g/kg BW) significantly reduced the duration of gnawing in rats.However, water extract at the dose equivalent to 25 g of crude drug could not prevent apomorphineinduced vomiting in dogs.In addition, the ability of the water extract to stimulate gastric emptying and G1 motility or prokinetic activity, which is another action of most dopamine-antagonist antiemetics, was also determined.In mice, water extract at the doses equivalent to crude drug 10 and 20 g/kg BW increased % G1 transit of charcoal in the small intestine, but 20 g/kg BW of the extract could not antagonize apomorphineinduced delay of gastric emptying.In conclusion, even though water extract could not antagonize the effects of apomorphine in dogs or mice, it decreased the duration of apomorphine-induced gnawing behavior in rats and showed prokinetic activity in mice.The results suggested that M. citrifolia fruits might contain a weak antidopaminergic agent responsible for its weak antiemetic effect observed in humans.",https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1202&context=tjps,https://doi.org/10.56808/3027-7922.1202,1996-01-01
The seroprevalence of Porcine Reproductive and Respiratory Syndrome (PRRS) virus among swine breeding farms in the central and north-eastern part of Thailand(ความชกของโรค พ อาร อาร เอส ของฟารมสกรพอแมพนธในภาคกลาง และภาคตะวนออกเฉยงเหนอของประเทศไทย),"A PRRS virus specific antibody among swine breeding farms in Thailand was studied. Serum samples were collected from 15 breeder farms in central and north-eastern part of Thailand during January to March 1995. Of total 449 samples, 286 (64%) were revealed PRRS-antibody indicated the history of PRRS virus exposure. The exposure rate was varied from 20-90% from farm to farm which appeared among replacement gilts, primiparous sows, multiparous sows and boars. The highest prevalence (75%) was in replacement gilts. This study demonstrated a seroprevalence of PRRS virus among swine breeder farms in Thailand. (ได้ทำการสำรวจความชุกของโรค พี อาร์ อาร์ เอส ในฟาร์มสุกรพ่อแม่พันธุ์ โดยการตรวจแอนติบอดี้ต่อเชื้อไวรัส พี อาร์ อาร์ เอส ในซีรั่มสุกรซึ่งสุ่มตรวจจากฟาร์ม พ่อแม่พันธุ์ 15 ฟาร์มในพื้นที่ต่าง ๆ ทั้งภาคกลางและภาคตะวันออกเฉียงเหนือของประเทศ ไทย จำนวนทั้งสิ้น 449 ตัวอย่าง ช่วงเดือนมกราคมถึงเดือนมีนาคม พ.ศ.2538 พบแอนติบอดี้ที่บ่งบอกการเคยมีประวัติสัมผัสเชื้อไวรัสดังกล่าวมาก่อนในสุกรจำนวน 286 ตัวอย่าง คิดเป็น 64% ในแต่ละฟาร์มดังกล่าวตรวจพบอัตราการสัมผัสเชื้อตั้งแต่ 20-90% ซึ่งส่วนใหญ่จะมีการกระจายของสุกรที่สัมผัสเชื้อทั้งในสุกรสาว แม่สุกรท้องแรก แม่สุกรหลายท้อง และพ่อสุกร โดยพบอัตราการสัมผัสเชื้อสูงสุดในสุกรสาวทดแทนถึง 75% ข้อมูลดังกล่าวแสดงถึงความชุกของโรค พี อาร์ อาร์ เอส ที่ปรากฏในพื้นที่ดังกล่าวในช่วงต้นปี พ.ศ.2538)",https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1670&context=tjvm,https://doi.org/10.56808/2985-1130.1670,1995-09-01
The role of socio-economic factors responsible for non-compliance of directly observed treatment short-course among tuberculosis patients,"Introduction: Tuberculosis has gone out of control in many parts of world. The therapeutic regimens given under direct observation as recommended by world Health Organization have been shown to be highly effective for both preventing and treating tuberculosis but poor compliance to anti-tuberculosis medication (ATT) is a major barrier to its global controls. Objectives: The role of socio-economic factors responsible for non-compliance of directly observed treatment short-course (DOTS) among Tuberculosis Patients. Materials and Methods: Cross sectional study, interviewed using a set of questionnaire. Participants were enrolled at DOTS centre of Lala Ram Sarup Institute of tuberculosis and Respiratory disease New Delhi, India. Patients who interrupted treatment for more than 2 months consecutively were classified as non-compliance cases. T-test was used for comparing the means of the control and case groups. Results: Majority of study population (45%) was in age group of 31 -45 years, which is the productive age. 85 % noncompliant patients believed anti TB drugs to be bad and 15 % accepted as good for them. Similarly 87 % believed to stop ATT very prematurely as soon as symptoms disappear while 13 % believed to continue as per DOTS volunteer advice. The study revealed that the non-compliance of DOTS was significantly high among those who were less educated, unskilled worker, low family income and upper lower class family. Conclusion: In Delhi region, the treatment of Tuberculosis was good and did not have much involvement of socio-economical role in the non-compliance of treatment. But still major hurdle is the inadequate education, occupation, and income.",http://ejournals.swu.ac.th/index.php/JMHS/article/view/1466,,2011-01-01
PHARMACOGNOSY : FAR FROM DEAD เภสชเวท : ยงไมสน,,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1433&context=tjps,https://doi.org/10.56808/3027-7922.1433,1987-01-01
ผลการพฒนากจกรรมการเรยนรในรายวชาพฒนาการของวรรณคดไทยโดยใชกระบวนการเรยนการสอนแบบ DACIR สำหรบนกศกษาระดบปรญญาตรหลกสตรครศาสตรบณฑตสาขาวชาภาษาไทย,ภูมิหลังและวัตถุประสงค์: การพัฒนาบุคคลกรในฐานะครูของสาขาวิชาภาษาไทยนั้นจำเป็นจะต้องได้รับการพัฒนาการจัดการเรียนการสอนที่จะส่งเสริมให้ผู้เรียนบรรลุเป้าประสงค์ของรายวิชาพัฒนาการของวรรณคดีไทยโดยอาศัยการจัดกิจกรรมการเรียนการสอนที่มุ่งเน้นให้ผู้เรียนได้ตั้งคำถามสำคัญกำหนดสมมติฐานในการศึกษามีความสัมพันธ์กับกระบวนการเรียนการสอน DACIR ที่มุ่งพัฒนาให้ผู้เรียนสามารถคิดวิเคราะห์ แยะแยะ และมีปฏิสัมพันธ์กับแหล่งข้อมูลที่หลากหลาย ดังนั้นงานวิจัยนี้มีวัตถุประสงค์เพื่อ 1) พัฒนากิจกรรมการเรียนรู้ในรายวิชาพัฒนาการของวรรณคดีไทย โดยใช้กระบวนการเรียนการสอนแบบ DACIR 2) เปรียบเทียบผลสัมฤทธิ์ทางการเรียนในรายวิชาพัฒนาการของวรรณคดีไทย 3) ศึกษาความพึงพอใจของผู้เรียนที่มีต่อการจัดกิจกรรมการเรียนรู้ในรายวิชาพัฒนาการของวรรณคดีไทย ระเบียบวิธีการวิจัย: ตัวอย่างการวิจัย ได้แก่ นักศึกษาระดับปริญญาตรีชั้นปีที่ 3 สาขาวิชาภาษาไทย มหาวิทยาลัยราชภัฏเทพสตรี ภาคเรียนที่ 1/2565 จำนวน 60 คน ได้มาจากสุ่มอย่างง่าย (Simple Random Sampling) เครื่องมือที่ใช้ในการวิจัย ได้แก่ กิจกรรมการเรียนรู้ในรายวิชาพัฒนาการของวรรณคดีไทย โดยใช้กระบวนการเรียนการสอนแบบ DACIRแบบวัดผลสัมฤทธิ์ทางการเรียน และแบบสอบถามความพึงพอใจ วิเคราะห์ข้อมูลโดยใช้ค่าความตรงเชิงเนื้อหา (Context Validity) ค่าเฉลี่ย ส่วนเบี่ยงเบนมาตรฐาน และการทดสอบค่า t-test ผลการวิจัย: 1) กิจกรรมการเรียนรู้ในรายวิชาพัฒนาการของวรรณคดีไทย โดยใช้กระบวนการเรียนการสอนแบบ DACIR มีค่าความตรงเชิงเนื้อหา (Context Validity) ในภาพรวมมีความเหมาะสมอยู่ในระดับมากที่สุด 2) ผลสัมฤทธิ์ทางการเรียนในรายวิชาพัฒนาการของวรรณคดีไทย หลังเรียนสูงกว่าก่อนเรียนอย่างมีนัยสําคัญทางสถิติที่ระดับ .05 3) ผู้เรียนมีความพึงพอใจที่มีต่อการจัดกิจกรรมการเรียนรู้ในรายวิชาพัฒนาการของวรรณคดีไทย โดยภาพรวมอยู่ในระดับมากที่สุด สรุปผล: กิจกรรมการเรียนรู้ในวิชาวรรณคดีไทยที่ใช้วิธี DACIR มีความเหมาะสมทางเนื้อหาสูงสุดและมีผลสัมฤทธิ์ทางการเรียนที่สูง เป็นที่พึงพอใจสูงสุดในภาพรวมของผู้เรียน,https://so03.tci-thaijo.org/index.php/IARJ/article/download/270078/180682,https://doi.org/10.60027/iarj.2023.270078,2023-11-20
Quality evaluation of Turmeric(การศกษาคณภาพของขมนชน),"Sixteen samples of Curcuma domestica Valeton rhizomes, eleven from different provinces in Thailand and five from Old-Styled drugstores in Bangkok were analyzed.The appropriate specifications of this dried crude drug were proposed i.e. volatile oil content not less than 7%, curcuminoids content not less than 7%, water content not more than 10%, ash content not more than 11% and acid-insoluble ash not more than 2%.Moreover, the contents of each individual curcuminoid (curcumin, desmethoxycurcumin and bisdesmethoxycurcumin) were determined.(Th.",https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1386&context=tjps,https://doi.org/10.56808/3027-7922.1386,1988-01-01
ความคดเหนของนกศกษาตอการเรยนในชนเรยนปกตและการเรยนออนไลนแบบกะทนหน ในชวงการแพรระบาดของ COVID-19,"The COVID-19 pandemic has led to a sudden change from classroom face-to-face learning to emergency online learning.Although a number of studies have been conducted relating to students' perceptions on emergency online learning, many of these have not taken learners' perceptions on classroom face-to-face learning into account.This study investigated Thai undergraduate students' perceptions toward two different types of teaching from the same academic semester.An online questionnaire consisting of three parts: proportion of faceto-face learning and online learning, advantages and disadvantages of face-to-face learning, advantages and disadvantages of online learning was completed by 975 students.The findings revealed that most students preferred to have 70% face-to-face and 30% online classes.Ease of interaction between students and teachers, having a good learning environment, and having no concern of devices and internet connection were perceived advantages of classroom faceto-face learning, while lack of these three factors were perceived as disadvantages of online learning.Flexible time for learning, saving cost and time, developing self-managing learning skills, and having less exposure to COVID-19 were their perceived advantages of online learning.However, the students complained that they received considerably more assignments in the emergency online classes than the normal ones.Based on these findings, pedagogical implications for teaching in emergency online settings as well as in in-class and online blended classrooms are discussed.",https://so07.tci-thaijo.org/index.php/PasaaParitat/article/download/1251/1337/5144,https://doi.org/10.58837/chula.ppj.37.1,2022-01-01
Citizen Designs: City-Making and Democracy in Northeastern in Thailand,,https://so04.tci-thaijo.org/index.php/socialresearchjournal/article/download/253988/181336,https://doi.org/10.58837/chula.jsrr.44.2.7,2021-01-01
The Sustainable Urban Development Reader,ดูเหมือนว่าในปัจจุบันเมืองต่าง ๆ ทั่วโลกต่างเผชิญปัญหาที่คล้ายคลึงกัน เช่น ปัญหาการเพิ่มขึ้นของจำนวนรถส่วนตัว มลภาวะด้านต่าง ๆ ไม่ว่าน้ำเสีย อากาศเสีย เสียงดัง ขาดพื้นที่สีเขียว การทำลายภูมิทัศน์ดั้งเดิมของเมือง การแผ่ขยายของเมืองไปตามเส้นทางถนนที่ตัดใหม่ การเก็งกำไรที่ดิน การใช้ทรัพยากรธรรมชาติอย่างฟุ่มเฟือย การขาดอัตลักษณ์ของพื้นที่ ความไม่เท่าเทียมกันในการได้รับการบริการ ความขัดแย้งของการพัฒนาใหม่กับวิถีชีวิตของชาวเมืองผู้อยู่อาศัยอยู่เดิม เป็นต้น โดยเฉพาะเมืองในประเทศที่กำลังพัฒนามักจะเผชิญชุดปัญหาเดียวกับที่เมืองในประเทศอุตสาหกรรมได้เคยเผชิญไปก่อนหน้าแล้ว เพียงแต่ปัญหาของเมืองในประเทศที่กำลังพัฒนาเกิดหลังประเทศที่พัฒนาแล้วหลายสิบปี แต่ก็เป็นเรื่องแปลกที่ประเทศที่พัฒนาทีหลัง มักตามรอยผิดพลาดของประเทศอุตสาหกรรมเหมือนการฉายหนังของความผิดพลาดซ้ำแล้วซ้ำอีก,https://so02.tci-thaijo.org/index.php/jars/article/download/169173/121717,https://doi.org/10.56261/jars.v5i2.169173,2019-01-24
รายงานเบองตนการสำรวจ Neutralizing antibody ตอโรค Bovine ephemeral ในภาคใตของประเทศไทย,การสำรวจ neutralizing antibody ต่อโรค Bovine ephemeral fever (BEF)จากซีรั่มของโคและกระบือที่ได้จากการสำรวจโรคในปี 2525 ของศูนย์วินิจฉัยและ ชันสูตรโรคสัตว์ภาคใต้ โดยใช้ HmLu-l cell line และ YHL strain virus ปรากฏ ว่าตรวจพบ antibody ดังกล่าวถึง 70.0% ในโค 11 จังหวัด และ 47.5% ในกระบือ 4 จังหวัด แสดงให้เห็นว่าทางภาคใต้ของประเทศไทยมีโรค BEF แพร่อยู่ทั่วไป,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=1367&context=tjvm,https://doi.org/10.56808/2985-1130.1367,1984-03-01
การพฒนาระบบบรหารจดการรถเชา,งานวิจัยนี้ มีวัตถุประสงค์เพื่อ 1) พัฒนาระบบบริหารจัดการรถเช่า และ 2) ศึกษาความพึงพอใจในการใช้งานระบบบริหารจัดการรถเช่า โดยใช้กระบวนการพัฒนาระบบตามวงจรการพัฒนาระบบ SDLC กลุ่มตัวอย่างในการวิจัยครั้งนี้คือ ตัวแทนประชากร จำนวน 30 คน เลือกกลุ่มตัวอย่างจากการสุ่มแบบเจาะจง เครื่องมือที่ใช้ในการวิจัย คือแบบประเมินความพึงพอใจในการใช้งานระบบบริหารจัดการรถเช่า การพัฒนาระบบใช้ PHP framework w3schools เป็นเว็บไซต์สำหรับเรียนรู้โค้ด จะคล้ายกับ bootstrap ที่นิยมใช้กันในปัจจุบัน และใช้ CSS JavaScript ในการพัฒนา และใช้ Apache 8.6.0 คือโปรแกรมที่ทำหน้าที่เป็นเว็บ Web Server และยังมีระบบบริหารจัดการรถเช่าเป็นเครื่องมือในการวิจัยด้วยเพื่อเก็บการประเมินพิพึ่งพอใจ สถิติที่ใช้ในการวิจัยได้แก่ ค่าเฉลี่ย และส่วนเบี่ยงเบนมาตรฐาน ซึ่งมีผลการวิจัยดังนี้ 1) ระบบบริหารจัดการรถเช่า ประกอบด้วย 3 ส่วน คือ ส่วนผู้ใช้ทั่วไป สามารถดูได้อย่างเดียว ส่วนสมาชิก สามารถจองรถ และมีระบบชำระเงินตามเงื่อนไขที่กำหนด และ ส่วนผู้ดูแลระบบ สามารถจัดการข้อมูลพื้นฐาน อนุมัติการจอง และตรวจสอบการชำระเงินได้ 2) ผลการประเมินความพึงพอใจของผู้ใช้งานระบบมีความพึงพอใจอยู่ในระดับมาก ด้วยค่าเฉลี่ย 4.27 ทั้งนี้ก็เพื่อให้ผู้ใช้ระบบได้ประโยขน์จากการเช่ารถออนไลน์ได้โดยไม่ต้องเดินทางมาเช่าที่ร้านและเพิ่มช่องทางรายได้ธุรกิจ,https://li02.tci-thaijo.org/index.php/STC/article/download/598/405,https://doi.org/10.57260/stc.2023.598,2023-08-12
ผลสมฤทธทางการเรยนและความพงพอใจของนกเรยนในการเรยนรแบบสะเตมศกษาโดยผานกระบวนการสรางสงคมแหงการเรยนรทางวชาชพในรายวชาเคมสำหรบนกเรยนระดบชนมธยมศกษาตอนปลายในภาคใตของประเทศไทย ในชวงทมการระบาดของโคโรนาไวรส (Learning Achievement and Student Satisfaction in the STEM Education through Professional Learning Community in the Chemistry Class of Secondary School Students in the Southern Region ofThailand during Pandemic),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=4056&context=educujournal,https://doi.org/10.58837/chula.educu.51.1.9,2023-01-01
Development of an Instructional Model Based on Inquiry-Based Learning and 360 Degree Feedback Approaches to Enhance English Argumentative Writing Ability of Undergraduate Students(การพฒนารปแบบการเรยนการสอนตามแนวคดการเรยนรแบบสบสอบรวมกบแนวคดการใหขอมลปอนกลบแบบ 360 องศา เพอสงเสรมความสามารถในการเขยนภาษาองกฤษเชงโตแยงของนกศกษาระดบปรญญาบณฑต),,https://digital.car.chula.ac.th/cgi/viewcontent.cgi?article=3771&context=educujournal,https://doi.org/10.58837/chula.educu.47.3.20,2019-07-01
ความสามารถในการกลบไปทำงานของผปวยโรคกลามเนอหวใจขาดเลอดหลงไดรบการฟนฟหวใจ โรงพยาบาลพทลง,"การฟื้นฟูหัวใจในผู้ป่วยกล้ามเนื้อหัวใจขาดเลือด มีเป้าหมายเพื่อป้องกันภาวะแทรกซ้อนและให้ผู้ป่วยทำกิจวัตรประจำวันได้การวิจัยเชิงพรรณนาครั้งนี้มีวัตถุประสงค์เพื่อศึกษาความสามารถในการกลับไปทำงานและปัจจัยที่มีผลกับความสามารถในการกลับไปทำงานหลังการฟื้นฟูหัวใจ กลุ่มตัวอย่าง คือ ผู้ป่วยโรคกล้ามเนื้อหัวใจขาดเลือด อายุน้อยกว่าหรือเท่ากับ 65 ปี ได้รับการรักษาที่ศูนย์ฟื้นฟูหัวใจ กลุ่มงานเวชกรรมฟื้นฟู โรงพยาบาลพัทลุง และทำงานอยู่ก่อน จำนวน 113 ราย เก็บข้อมูลจากเวชระเบียนและแบบสอบถามความสามารถในการทำกิจกรรมทางกาย (DASI - Thai version) อาการวิตกกังวลและอาการซึมเศร้า (Thai HADS) และทดสอบสมรรถภาพทางกายด้วยการเดิน 6 นาที (6 MWT) วิเคราะห์ข้อมูลด้วยสถิติเชิงพรรณนา Chi-square test, Fisher exact test และ Paired t-test ผลการวิจัยพบว่า ผู้ป่วยสามารถกลับไปทำงาน ได้ร้อยละ 88.49 ปัจจัยที่มีผลต่อการกลับไปทำงานอย่างมีนัยสำคัญทางสถิติ (p-value &lt; 0.05) คือ เพศ อายุ อาชีพ รายได้ ชนิดของการรักษาค่าสมรรถภาพการบีบตัวของหัวใจ การสูบบุหรี่ การดื่มสุรา การออกกำลังก่อนและหลังเป็นโรค อาการแน่นหน้าอกหลังการรักษา ระดับความสามารถในการทำกิจกรรมทางกาย และผลการเดิน 6 นาที ดังนั้น ควรส่งเสริมโปรแกรมฟื้นฟูหัวใจในผู้ป่วยกล้ามเนื้อหัวใจขาดเลือด ร่วมกับพิจารณาปัจจัยอื่น ๆ ที่มีผลร่วมรักษา เพื่อเพิ่มความสามารถในการกลับไปทำงานของผู้ป่วยต่อไป",https://he02.tci-thaijo.org/index.php/HSJT/article/download/250533/174089,https://doi.org/10.55164/hsjt.v4i1.250533,2022-01-25
